,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
7,Samarog CM,TRUE,357,Irda.4105,9044,24.277,99.412,97.665,93.313,22.992,9.545,10.32,83.102,4.091,18.028,221169,2,0,79.2022792022792,1,boon dps,Boon DPS,
6,Gorseval the Multifarious,FALSE,131,Irda.4105,10770,24.697,97.969,99.442,98.636,71.561,7.336,15.246,83.186,4.584,3.209,76613,0,0,84.4765342960289,1,boon dps,Boon DPS,
1,Cairn CM,TRUE,96,Expertus.5746,25315,23.591,99.4,96.733,99.186,86.119,11.103,27.42,83.244,9.328,1.883,41742,0,0,91.0863509749304,1,boon dps,Boon DPS,
5,Gorseval the Multifarious,FALSE,133,Irda.4105,12091,24.55,98.808,96.884,99.36,89.925,8.006,26.508,83.293,12.739,22.064,54319,0,0,87.6160990712074,1,boon dps,Boon DPS,
5,Conjured Amalgamate CM,TRUE,161,Hea.8675,19421,24.465,99.234,95.512,95.062,88.598,6.44,0,83.322,0,0,36754,0,0,90.0432900432901,1,boon dps,Boon DPS,
3,Soulless Horror CM,TRUE,179,faight.3264,1494,24.509,99.201,98.947,90.731,85.856,6.313,26.734,83.35,0,12.541,262038,0,4,67.3170731707317,3,heal,Boon DPS,
9,Cairn CM,TRUE,85,Irda.4105,17543,24.312,99.829,87.069,99.554,92.76,9.688,7.498,83.354,8.78,6.585,48475,0,0,100,1,boon dps,Boon DPS,
4,Cardinal Sabir CM,TRUE,258,Keesh.5960,13003,24.822,99.557,99.603,99.832,70.092,8.371,33.261,83.565,8.475,6.412,226382,1,0,81.8316100443132,1,boon dps,Boon DPS,
0,Xera,FALSE,277,Expertus.5746,0,23.297,99.64,89.72,86.151,44.991,11.027,71.396,83.591,7.042,18.305,46234,0,5,0,3,heal,Boon DPS,
6,Cardinal Adina CM,TRUE,277,Hea.8675,8176,23.729,97.864,97.999,94.387,96.873,4.772,0,83.757,0,0,157186,0,0,95.0338600451467,1,boon dps,,
9,Keep Construct CM,TRUE,289,Irda.4105,16105,23.7,98.947,99.365,99.17,98.684,10.691,20.387,83.776,7.09,9.555,165864,0,0,91.9685039370079,1,boon dps,Boon DPS,
7,Cairn CM,TRUE,83,Irda.4105,20793,23.975,100.018,97.356,99.062,84.944,10.491,1.835,83.793,0.573,0.568,46242,0,0,80.8035714285714,1,boon dps,Boon DPS,
3,Cardinal Adina CM,TRUE,250,Keesh.5960,9227,23.348,99.761,99.389,97.092,77.841,8.041,36.75,83.801,4.531,11.56,198570,1,2,100,1,boon dps,Boon DPS,
4,Conjured Amalgamate CM,TRUE,147,Keesh.5960,14198,22.016,99.022,99.731,100,68.366,7.404,60.276,83.804,0,0,20127,0,0,100,1,boon dps,Boon DPS,
4,Cardinal Adina CM,TRUE,246,Expertus.5746,10416,22.562,99.126,97.637,96.54,77.409,9.197,50.055,83.83,7.964,12.726,168523,1,0,86.8932038834952,1,boon dps,Boon DPS,
6,Soulless Horror CM,TRUE,183,Derok.9834,21092,24.165,98.526,98.898,98.526,96.41,3.016,64.509,83.848,0,0,173441,0,24,93.5406698564593,1,boon dps,Boon DPS,
4,Gorseval the Multifarious,FALSE,148,faight.3264,13906,23.162,99.204,99.204,99.335,99.335,2.926,37.772,83.865,0,0.668,103551,0,3,95.6298200514139,1,boon dps,Boon DPS,
0,Slothasor,FALSE,134,Keesh.5960,15414,21.365,95.788,97.109,98.911,81.994,0.394,29.901,83.883,0,0,112388,0,13,86.9932432432432,1,boon dps,Boon DPS,
5,Vale Guardian,FALSE,152,Irda.4105,15469,24.788,99.653,99.967,99.966,93.775,6.992,33.015,84.063,7.549,12.465,145036,0,0,61.0561056105611,1,boon dps,Boon DPS,
7,Gorseval the Multifarious,FALSE,151,Thomas.4208,12596,24.603,99.899,99.639,96.933,99.899,5.41,14.987,84.072,0.079,4.714,77656,0,0,90.7730673316708,1,boon dps,Boon DPS,
9,Twin Largos CM,TRUE,294,DARKstrider.8702,2800,21.105,99.006,98.789,89.037,85.214,3.363,24.567,84.08,0,0,257347,0,37,94.1176470588235,3,heal,Boon DPS,
6,Sabetha the Saboteur,FALSE,193,Irda.4105,14900,24.276,97.91,97.645,98.298,97.957,8.261,16.065,84.135,8.661,12.79,132913,0,0,84.1346153846154,1,boon dps,Boon DPS,
5,Cairn CM,TRUE,95,Irda.4105,16683,24.223,99.848,99.208,97.087,66.554,9.428,12.058,84.617,4.133,9.242,73107,0,0,32.4909747292419,1,boon dps,Boon DPS,
9,Cairn CM,TRUE,87,Derok.9834,17210,24.425,99.432,98.744,98.784,83.46,2.496,57.806,84.744,0,0,42677,0,6,82.9787234042553,1,boon dps,Boon DPS,
0,Conjured Amalgamate CM,TRUE,161,faight.3264,6047,24,100,98.718,100,95.851,9.769,32.311,84.867,4.341,2.374,27587,0,0,100,1,boon dps,Boon DPS,
2,Gorseval the Multifarious,FALSE,133,Keesh.5960,13450,23.77,97.779,98.454,95.405,63.026,5.498,49.239,84.882,0,0,64675,0,7,97.4468085106383,1,boon dps,Boon DPS,
9,Xera,FALSE,294,Irda.4105,33,22.58,94.07,98.64,64.246,35.041,11.608,17.955,84.894,3.72,14.913,53376,0,2,100,3,heal,Boon DPS,
5,Sabetha the Saboteur,FALSE,195,Irda.4105,16258,24.261,97.86,99.592,99.127,85.742,9.384,8.62,85.132,5.636,17.454,114326,0,1,68.7382297551789,1,boon dps,Boon DPS,
1,Sabetha the Saboteur,FALSE,221,faight.3264,14791,24.191,98.758,99.471,97.664,98.801,2.901,44.996,85.137,0,0.226,241126,0,14,69.8581560283688,1,boon dps,Boon DPS,
5,Twin Largos CM,TRUE,282,Hea.8675,4410,24.688,99.561,99.402,99.114,98.385,2.344,62.921,85.148,0,0,260048,0,27,91.4772727272727,3,heal,,
7,Cardinal Sabir CM,TRUE,235,Irda.4105,10241,23.623,98.373,97.698,94.152,85.755,8.836,11.66,85.198,7.43,17.137,191758,1,0,65.9367396593674,1,boon dps,Boon DPS,
9,Keep Construct CM,TRUE,300,Irda.4105,16476,24.272,99.152,98.888,93.207,48.517,10.433,17.301,85.248,7.74,4.226,168678,0,1,77.8523489932886,1,boon dps,Boon DPS,
6,Cardinal Sabir CM,TRUE,257,Hea.8675,9518,24.164,99.719,99.743,85.576,97.666,4.796,0,85.256,0,2.251,199501,0,3,77.7966101694915,1,boon dps,,
6,Sabetha the Saboteur,FALSE,221,Thomas.4208,14677,24.689,99.462,99.394,98.688,98.851,2.483,12.731,85.281,1.14,1.987,232839,0,2,74.5098039215686,1,boon dps,Boon DPS,
0,Sabetha the Saboteur,FALSE,206,Expertus.5746,20100,24.007,97.844,98.232,98.007,40.288,0,54.245,85.292,0,0,193407,0,7,84.3806104129264,1,boon dps,Boon DPS,
8,Sabetha the Saboteur,FALSE,206,Derok.9834,12465,24.273,98.045,98.018,98.524,97.343,4.133,60.56,85.321,0,0,105465,0,33,72.5641025641026,1,boon dps,Boon DPS,
8,Vale Guardian,FALSE,159,sid.9435,11400,24.666,99.377,98.925,97.941,96.991,4.058,29.671,85.354,0.974,0,119037,0,0,86.2244897959184,1,boon dps,Boon DPS,
6,Vale Guardian,FALSE,167,Thomas.4208,13521,24.223,99.143,99.771,86.347,99.031,5.91,14.182,85.364,7.863,6.378,137123,0,0,82.2147651006712,1,boon dps,Boon DPS,
3,Vale Guardian,FALSE,146,Keesh.5960,17625,20.422,99.055,98.676,96.567,82.794,0.291,22.908,85.392,0,0,177392,0,1,85.8288770053476,1,boon dps,Boon DPS,
2,Sabetha the Saboteur,FALSE,214,faight.3264,14896,23.713,99.915,99.06,98.842,87.559,3.861,23.07,85.496,0,0.233,201424,2,0,86.6987179487179,1,boon dps,Boon DPS,
3,Matthias Gabrel,FALSE,168,faight.3264,13772,21.674,98.31,96.09,97.787,97.787,1.608,25.007,85.503,0,0,125271,0,2,93.0555555555556,1,boon dps,Boon DPS,
5,Deimos CM,TRUE,347,Irda.4105,0,19.845,98.904,99.342,93.028,72.767,3.332,21.623,85.532,0,0,242724,0,0,0,3,heal,Boon DPS,
0,Cardinal Adina CM,TRUE,277,faight.3264,9146,23.743,98.621,97.146,96.987,96.987,8.948,20.579,85.545,6.205,3.849,158105,0,0,97.7635782747604,1,boon dps,Boon DPS,
2,Qadim CM,TRUE,113,Expertus.5746,5106,24.974,99.895,99.895,99.895,93.992,7.607,19.87,85.708,0,0,55910,1,0,100,3,heal,Boon DPS,
7,Gorseval the Multifarious,FALSE,148,sid.9435,13805,24.663,98.774,98.041,92.078,98.903,4.234,32.134,85.788,2.251,0,69938,0,0,94.5255474452555,1,boon dps,Boon DPS,
6,Vale Guardian,FALSE,167,Thomas.4208,12480,24.559,99.411,99.816,97.749,99.292,4.811,10.532,85.908,2.935,6.312,137297,0,0,85.1985559566787,1,boon dps,Boon DPS,
9,Keep Construct CM,TRUE,317,Irda.4105,13266,22.655,98.64,93.804,97.917,89.695,9.964,5.866,86.043,6.267,6.081,179036,0,0,88.1962864721485,1,boon dps,Boon DPS,
9,Slothasor,FALSE,142,DARKstrider.8702,4963,20.419,90.341,88.473,60.737,56.991,3.668,27.142,86.099,0,0,162491,1,14,91.025641025641,3,heal,Boon DPS,
1,Samarog CM,TRUE,426,Expertus.5746,13865,24.883,99.664,97.789,99.896,98.392,8.472,39.429,86.22,7.017,9.935,251038,0,0,92.4227318045862,1,boon dps,Boon DPS,
2,Conjured Amalgamate CM,TRUE,178,faight.3264,6457,24.397,100,98.391,100,92.37,10.175,36.534,86.377,2.677,11.911,63062,0,2,76.7123287671233,1,boon dps,Boon DPS,
4,Sabetha the Saboteur,FALSE,193,Keesh.5960,19054,24.349,98.92,98.403,98.843,97.026,4.327,29.419,86.379,0,0.002,115775,0,2,89.4385026737968,1,boon dps,Boon DPS,
7,Cardinal Sabir CM,TRUE,241,Derok.9834,12096,23.9,99.347,99.278,99.139,94.203,4.353,40.314,86.406,0,0,227285,0,22,90.4428904428904,1,boon dps,Boon DPS,
9,Soulless Horror CM,TRUE,166,Irda.4105,20755,23.484,96.375,95.862,95.936,94.145,9.173,11.775,86.646,7.082,6.393,174427,0,0,88.4615384615385,1,boon dps,Boon DPS,
5,Conjured Amalgamate CM,TRUE,142,DARKstrider.4250,17482,24.539,100,98.852,100,82.895,10.705,46.545,86.665,7.269,21.324,58073,0,2,94.9438202247191,1,boon dps,Boon DPS,
7,Vale Guardian,FALSE,157,Irda.4105,11729,24.651,98.514,99.915,99.157,98.703,9.437,14.683,86.897,10.204,9.596,139631,0,0,89.7435897435897,1,boon dps,Boon DPS,
9,Xera,FALSE,272,Irda.4105,0,23.135,83.017,96.497,79.6,81.297,10.507,20.373,86.952,2.54,7.242,63041,0,0,0,3,heal,Boon DPS,
4,Slothasor,FALSE,142,Expertus.5746,17736,22.56,98.007,92.499,96.002,89.637,0.137,16.214,86.987,0,4.385,159784,0,52,81.0687022900763,1,boon dps,Boon DPS,
2,Twin Largos CM,TRUE,314,Expertus.5746,11700,24.553,99.667,93.985,98.379,85.981,8.947,28.278,87.116,6.64,4.819,247266,0,0,82.5431034482759,1,boon dps,Boon DPS,
7,Mursaat Overseer CM,TRUE,107,Irda.4105,25060,24.444,99.204,99.263,99.22,93.26,10.286,1.838,87.133,2.605,0,71211,0,0,96.9418960244648,1,boon dps,Boon DPS,
0,Cardinal Sabir CM,TRUE,249,faight.3264,7563,24.028,99.627,97.625,98.697,97.558,9.67,24.163,87.198,8.839,11.016,189686,0,0,86.8686868686869,1,boon dps,Boon DPS,
6,Cardinal Adina CM,TRUE,247,DARKstrider.4250,8691,22.608,99.256,93.898,96.738,72.811,8.567,29.201,87.203,4.019,18.848,159520,1,0,87.7076411960133,1,boon dps,Boon DPS,
8,Twin Largos CM,TRUE,269,Irda.4105,2711,24.014,96.126,97.676,91.047,79.528,8.346,20.812,87.387,5.219,23.26,207066,0,1,81.9444444444444,3,heal,Boon DPS,
3,Cairn CM,TRUE,89,Keesh.5960,22511,24.276,99.291,97.311,99.789,56.249,3.637,45.518,87.404,0,0,90213,0,0,66.1691542288557,1,boon dps,Boon DPS,
4,Matthias Gabrel,FALSE,193,Keesh.5960,14624,21.44,95.592,90.657,95.065,76.99,2.547,39.425,87.428,0,0,161280,2,6,76.4186633039092,1,boon dps,Boon DPS,
2,Soulless Horror CM,TRUE,210,Keesh.5960,19086,20.762,94.749,89.093,89.568,88.112,0.098,23.322,87.52,0,0.473,257971,2,4,89.937106918239,1,boon dps,Boon DPS,
1,Keep Construct CM,TRUE,299,Expertus.5746,23388,24.128,98.464,91.899,97.458,89.884,9.53,45.437,87.552,6.711,13.146,297435,0,1,87.6312718786464,1,boon dps,Boon DPS,
6,Sabetha the Saboteur,FALSE,214,Thomas.4208,11763,24.613,98.868,98.523,98.092,99.681,2.724,16.238,87.555,4.131,2.944,176297,0,3,81.8181818181818,1,boon dps,Boon DPS,
2,Sabetha the Saboteur,FALSE,184,Keesh.5960,18794,23.984,98.591,98.23,97.885,84.706,0.271,28.29,87.676,0,1.081,105161,0,21,95.0331125827815,1,boon dps,Boon DPS,
4,Soulless Horror CM,TRUE,168,Keesh.5960,19674,20.522,95.7,97.229,93.963,85.113,0.148,14.804,87.711,0,0.332,187189,1,0,76.8982229402262,1,boon dps,Boon DPS,
7,Keep Construct CM,TRUE,324,Thomas.4208,17488,24.302,94.971,99.79,96.309,91.682,6.566,12.073,87.815,2.977,2.963,195431,0,0,93.9849624060151,1,boon dps,Boon DPS,
5,Mursaat Overseer CM,TRUE,136,Thomas.4208,18951,24.533,98.551,98.082,95.833,85.437,0.123,29.752,87.837,0,0,71541,0,5,98,1,boon dps,Boon DPS,
0,Cardinal Sabir CM,TRUE,257,faight.3264,8557,23.202,99.633,99.124,67.966,91.109,9.164,23.283,87.894,3.746,15.762,214442,0,0,62.4260355029586,1,boon dps,Boon DPS,
5,Twin Largos CM,TRUE,289,Irda.4105,3095,24.076,96.542,98.832,87.664,72.467,7.545,4.253,87.961,0.252,1.789,333240,0,1,73.4848484848485,3,heal,Boon DPS,
9,Cardinal Adina CM,TRUE,229,Irda.4105,9110,23.101,97.091,96.783,94.807,86.585,8.234,5.591,88.159,0.057,0,149647,0,0,64.8648648648649,1,boon dps,Boon DPS,
3,Gorseval the Multifarious,FALSE,124,Keesh.5960,16394,23.751,99.522,99.075,99.839,87.341,0.058,27.431,88.222,0,0,75411,0,0,80.2898550724638,1,boon dps,Boon DPS,
6,Sabetha the Saboteur,FALSE,222,DARKstrider.8702,7662,24.152,97.942,97.089,97.378,95.907,1.869,33.448,88.517,0,0,202303,0,1,74.8826291079812,1,boon dps,Boon DPS,
8,Sabetha the Saboteur,FALSE,197,Irda.4105,14319,24.506,96.77,99.978,98.47,90.589,11.551,13.809,88.523,8.788,5.966,140753,1,0,78.6931818181818,1,boon dps,Boon DPS,
4,Sabetha the Saboteur,FALSE,217,faight.3264,15645,24.394,98.576,99.218,97.211,97.502,2.327,29.378,88.598,0,0,210152,0,6,79.3333333333333,1,boon dps,Boon DPS,
9,Mursaat Overseer CM,TRUE,126,Thomas.4208,23191,24.592,99.238,98.093,98.093,98.093,3.169,41.833,88.62,9.307,1.523,107793,0,0,70.9030100334448,1,boon dps,Boon DPS,
4,Soulless Horror CM,TRUE,163,faight.3264,1550,23.258,99.075,95.584,98.214,94.616,7.153,12.873,88.656,0,19.74,202277,0,4,86.6995073891626,3,heal,Boon DPS,
5,Xera,FALSE,306,Thomas.4208,68,24.458,98.791,99.889,81.965,85.709,6.904,10.579,88.661,1.517,4.662,70271,0,1,100,3,heal,Boon DPS,
6,Sabetha the Saboteur,FALSE,217,sid.9435,13039,24.58,99.897,99.218,96.727,96.859,1.742,29.83,88.666,2.249,0,195729,0,0,80.5232558139535,1,boon dps,Boon DPS,
3,Cardinal Sabir CM,TRUE,241,Expertus.5746,11665,24.716,99.531,99.092,99.576,92.053,7.474,29.434,88.69,7.07,54.074,205477,0,0,85.6649395509499,1,boon dps,Boon DPS,
8,Conjured Amalgamate CM,TRUE,145,Irda.4105,21441,24.573,96.961,98.724,98.474,99.131,12.043,10.166,89.122,7.293,9.521,18369,0,0,100,1,boon dps,Boon DPS,
7,Conjured Amalgamate CM,TRUE,170,Thomas.4208,20640,24.831,100,99.43,92.163,94.665,6.537,16.932,89.239,2.114,2.684,43699,0,2,78.9137380191693,1,boon dps,Boon DPS,
9,Cardinal Adina CM,TRUE,250,Irda.4105,7953,23.375,96.903,96.974,96.09,83.707,7.426,5.401,89.269,2.699,5.081,188450,1,0,87.5486381322957,1,boon dps,Boon DPS,
0,Cardinal Sabir CM,TRUE,257,Expertus.5746,16049,24.809,99.591,99.761,99.498,98.656,7.017,17.613,89.42,4.359,12.474,175469,0,0,92.4398625429553,1,boon dps,Boon DPS,
4,Slothasor,FALSE,144,Keesh.5960,15279,18.143,95.616,93.66,96.128,71.611,0.198,15.305,89.422,0,0,186230,1,1,91.846921797005,1,boon dps,Boon DPS,
3,Cardinal Sabir CM,TRUE,251,Expertus.5746,14754,24.332,99.835,98.505,89.22,99.58,8.741,28.349,89.465,4.992,14.634,193971,0,9,84.7341337907376,1,boon dps,Boon DPS,
5,Soulless Horror CM,TRUE,194,Hea.8675,15682,23.322,93.137,97.113,96.744,94.577,4.786,0,89.466,0,0.182,267855,1,5,70.6606942889138,1,boon dps,Boon DPS,
8,Soulless Horror CM,TRUE,173,Irda.4105,19381,22.768,89.999,97.872,92.304,91.435,8.191,21.046,89.548,6.044,9.273,171141,0,0,88.1048387096774,1,boon dps,Boon DPS,
2,Cardinal Sabir CM,TRUE,235,Keesh.5960,12483,24.498,99.61,98.083,98.447,93.591,10.073,41.791,89.55,6.091,5.147,214892,0,1,82.5174825174825,1,boon dps,Boon DPS,
4,Gorseval the Multifarious,FALSE,132,Keesh.5960,16035,22.634,99.644,98.672,98.071,49.601,4.068,37.775,89.73,0,0,99080,0,0,54.9865229110512,1,boon dps,Boon DPS,
4,Sabetha the Saboteur,FALSE,197,Keesh.5960,18589,24.118,98.627,98.976,97.497,61.607,3.726,41.319,89.908,0,0,168125,1,14,70.1649175412294,1,boon dps,Boon DPS,
6,Cairn CM,TRUE,82,smile.7285,23306,24.507,99.882,98.839,98.344,69.452,2.733,38.279,89.968,0,0,48477,0,0,82.2916666666667,1,boon dps,Boon DPS,
3,Keep Construct CM,TRUE,298,Expertus.5746,21565,24.169,99.995,97.211,99.967,61.547,11.355,63.559,90.079,7.225,9.118,217346,0,10,94.299674267101,1,boon dps,Boon DPS,
6,Twin Largos CM,TRUE,288,Thomas.4208,4220,24.877,99.694,99.738,99.583,98.698,3.595,11.518,90.113,1.071,1.986,248249,0,4,84.5360824742268,3,heal,Boon DPS,
9,Twin Largos CM,TRUE,112,Thomas.4208,7434,24.227,97.322,99.208,97.566,97.54,4.686,9.263,90.239,2.049,8.497,85137,0,0,94.6969696969697,1,boon dps,Boon DPS,
7,Mursaat Overseer CM,TRUE,130,Irda.4105,26921,24.526,99.124,99.548,99.173,89.907,8.929,7.201,90.293,7.143,6.298,88862,0,0,98.7364620938628,1,boon dps,Boon DPS,
1,Twin Largos CM,TRUE,294,Expertus.5746,11445,22.932,99.291,98.993,99.121,69.056,0.231,17.15,90.435,0,0.653,364197,0,3,64.8725212464589,1,boon dps,Boon DPS,
6,Twin Largos CM,TRUE,314,DARKstrider.4250,1682,24.383,99.604,98.999,99.26,95.866,8.918,29.668,90.49,8.596,5.8,281198,0,4,87.8172588832487,3,heal,Boon DPS,
1,Cardinal Adina CM,TRUE,247,Expertus.5746,12848,23.93,97.107,99.227,98.064,96.348,8.651,30.619,90.554,4.539,14.938,150228,0,0,99.7536945812808,1,boon dps,Boon DPS,
0,Mursaat Overseer CM,TRUE,116,Expertus.5746,26961,24.158,98.363,96.275,97.021,13.744,6.9,48.389,90.572,7.828,1.937,75250,0,0,79.6420581655481,1,boon dps,Boon DPS,
6,Conjured Amalgamate CM,TRUE,147,Irda.4105,23995,24.534,100,99.911,98.683,77.418,11.52,17.145,90.673,6.192,5.081,42109,0,0,82.9268292682927,1,boon dps,Boon DPS,
4,Cardinal Adina,FALSE,214,Expertus.5746,11811,23.28,98.994,97.28,96.232,92.643,8.452,23.694,90.762,6.45,17.759,126527,0,0,83.5294117647059,1,boon dps,Boon DPS,
4,Cardinal Adina CM,TRUE,225,Keesh.5960,9284,23.444,99.571,98.248,96.478,78.308,8.279,42.414,91.059,6.597,11.293,142505,0,0,94.7735191637631,1,boon dps,Boon DPS,
9,Conjured Amalgamate CM,TRUE,218,DARKstrider.8702,10423,19.192,99.828,99.99,93.107,72.331,5.201,37.018,91.072,0,0,197439,3,0,59.2592592592593,1,boon dps,Boon DPS,
2,Conjured Amalgamate CM,TRUE,170,faight.3264,8003,24.255,100,99.312,99.745,99.745,9.461,35.123,91.23,8.6,7.464,53702,0,0,98.4615384615385,1,boon dps,Boon DPS,
4,Vale Guardian,FALSE,157,Keesh.5960,15727,22.451,99.02,98.005,98.059,76.365,0.227,28.238,91.339,0,0,170962,0,2,71.8232044198895,1,boon dps,Boon DPS,
3,Gorseval the Multifarious,FALSE,141,Expertus.5746,18966,24.683,99.285,99.858,99.767,92.327,8.792,34.992,91.391,8.624,7.982,89912,0,0,98.314606741573,1,boon dps,Boon DPS,
9,Mursaat Overseer CM,TRUE,125,Thomas.4208,23227,24.445,97.694,98.656,97.412,93.417,0.569,48.433,91.396,0,0,108543,1,27,87.375415282392,1,boon dps,Boon DPS,
5,Gorseval the Multifarious,FALSE,155,DARKstrider.8702,7104,24.54,98.973,98.305,98.89,89.678,2.9,36.432,91.449,0,0,91370,0,0,95.0769230769231,1,boon dps,Boon DPS,
9,Samarog CM,TRUE,395,Irda.4105,8403,24.328,99.64,99.568,85.822,87.184,9.772,18.631,91.524,6.215,15.464,250237,1,0,94.5337620578778,1,boon dps,Boon DPS,
3,Sabetha the Saboteur,FALSE,216,Expertus.5746,19096,24.46,99.171,99.632,98.048,99.171,10.124,48.015,91.661,8.941,7.506,168008,0,3,93.1818181818182,1,boon dps,Boon DPS,
8,Samarog CM,TRUE,412,Irda.4105,9315,24.542,99.47,99.104,99.219,78.278,8.356,10.687,91.786,8.551,6.992,265953,2,0,97.3966309341501,1,boon dps,Boon DPS,
8,Gorseval the Multifarious,FALSE,147,Thomas.4208,13916,24.522,99.04,99.634,92.51,99.258,6.007,15.817,91.896,1.462,3.313,103534,0,0,86.7441860465116,1,boon dps,Boon DPS,
7,Xera,FALSE,294,Thomas.4208,0,24.36,96.723,99.933,81.968,90.004,7.381,10.558,92.003,1.789,11.659,47697,0,0,0,3,heal,Boon DPS,
9,Conjured Amalgamate CM,TRUE,178,Thomas.4208,18040,24.678,100,100,98.459,98.897,6.127,8.228,92.01,1.239,1.59,34077,0,0,85.3658536585366,1,boon dps,Boon DPS,
3,Cairn CM,TRUE,83,Keesh.5960,23270,22.083,98.416,95.675,99.677,42.448,0.038,26.479,92.031,0,0,55003,0,0,91.7682926829268,1,boon dps,Boon DPS,
3,Mursaat Overseer CM,TRUE,130,Keesh.5960,24190,24.387,99.172,99.173,98.859,27.616,5.517,57.321,92.046,0,0,79244,0,9,100,1,boon dps,Boon DPS,
7,Cardinal Sabir CM,TRUE,257,DARKstrider.4250,8539,24.758,99.823,99.047,98.909,96.04,8.509,40.484,92.27,5.521,9.995,191938,0,6,91.1458333333333,1,boon dps,Boon DPS,
8,Twin Largos CM,TRUE,300,Thomas.4208,3302,24.436,98.427,98.44,96.708,97.768,4.095,12.828,92.32,4.463,5.957,215502,0,0,97.5903614457831,3,heal,Boon DPS,
9,Keep Construct CM,TRUE,299,DARKstrider.4250,14656,23.771,97.221,94.834,97.606,77.965,9.519,33.318,92.436,5.681,4.6,281708,0,0,87.7456647398844,1,boon dps,Boon DPS,
5,Xera,FALSE,285,DARKstrider.4250,0,23.414,99.175,100,89.199,42.998,10.706,51.325,92.644,5.078,20.444,67528,0,0,0,3,heal,Boon DPS,
3,Cardinal Sabir CM,TRUE,241,Keesh.5960,9199,24.758,99.87,99.626,94.56,81.56,9.394,42.246,92.664,8.525,24.326,221079,0,3,68.4466019417476,1,boon dps,Boon DPS,
6,Twin Largos CM,TRUE,268,smile.7285,9291,23.607,99.344,99.25,99.044,96.947,2.97,24.947,92.719,0,0,346732,0,1,45.141065830721,1,boon dps,Boon DPS,
5,Xera,FALSE,281,Thomas.4208,51,24.532,91.617,99.79,83.324,77.4,8.614,7.666,92.804,1.866,18.042,60305,0,10,100,3,heal,Boon DPS,
8,Cardinal Sabir CM,TRUE,258,Irda.4105,9420,24.68,99.498,97.191,99.069,61.839,8.047,9.02,92.947,6.286,4.249,188002,1,0,69.2488262910798,1,boon dps,Boon DPS,
3,Soulless Horror CM,TRUE,173,Keesh.5960,18830,22.413,97.695,96.859,96.722,86.577,0.095,22.654,93.023,0,0.134,223294,1,4,91.2448700410397,1,boon dps,Boon DPS,
6,Cardinal Sabir CM,TRUE,237,Thomas.4208,7163,24.849,99.529,99.825,93.079,99.257,4.572,8.929,93.065,1.581,9.34,163714,0,2,84.4984802431611,1,boon dps,Boon DPS,
1,Soulless Horror CM,TRUE,166,Expertus.5746,28792,24.565,99.506,96.713,97.92,98.209,4.856,38.933,93.152,5.194,0.919,221193,0,0,81.978021978022,1,boon dps,Boon DPS,
2,Mursaat Overseer CM,TRUE,125,Hea.8675,16325,24.099,98.822,98.875,98.211,67.104,3.537,45.285,93.296,0,0,94056,0,2,69.8841698841699,1,boon dps,Boon DPS,
6,Conjured Amalgamate CM,TRUE,153,Thomas.4208,21907,24.795,100,100,92.107,99.692,7.797,10.939,93.298,4.879,3.429,41151,0,0,91.9491525423729,1,boon dps,Boon DPS,
5,Sabetha the Saboteur,FALSE,216,DARKstrider.4250,12161,24.348,98.655,97.492,98.049,96.258,8.642,30.544,93.555,3.129,7.946,146412,0,0,96.5671641791045,1,boon dps,Boon DPS,
1,Mursaat Overseer CM,TRUE,125,faight.3264,14610,24.085,99.28,97.615,97.761,64.149,2.301,18.205,93.574,0,0.101,96956,0,0,57.8488372093023,1,boon dps,Boon DPS,
1,Twin Largos CM,TRUE,268,Expertus.5746,3127,23.172,98.034,99.09,98.648,24.016,2.836,37.592,93.962,0,0,282576,0,1,36.8,3,heal,Boon DPS,
5,Soulless Horror CM,TRUE,174,DARKstrider.4250,16188,23.019,99.624,98.138,98.401,97.667,10.964,32.409,94.036,8.781,4.574,187520,0,6,87.8521126760563,1,boon dps,Boon DPS,
4,Mursaat Overseer CM,TRUE,126,Expertus.5746,26037,24.605,99.151,98.686,98.433,81.942,0.098,24.542,94.072,0,0,119582,0,2,86.4906832298137,1,boon dps,Boon DPS,
9,Cardinal Sabir CM,TRUE,241,Irda.4105,9836,23.94,98.226,96.495,98.16,64.452,7.839,7.257,94.124,4.056,5.401,143834,2,0,85.8880778588808,1,boon dps,Boon DPS,
0,Mursaat Overseer CM,TRUE,126,faight.3264,10502,21.569,99.116,98.879,97.399,70.958,1.952,17.38,94.199,0,0,114447,0,0,53.4351145038168,1,boon dps,Boon DPS,
9,Twin Largos CM,TRUE,276,Thomas.4208,2942,24.553,98.465,99.007,99.29,98.586,5.168,15.915,94.34,0.152,0.547,259975,0,9,92.7152317880795,3,heal,Boon DPS,
7,Matthias Gabrel,FALSE,154,DARKstrider.4250,10127,24.232,99.536,98.86,97.004,88.181,8.817,33.77,94.424,6.339,7.587,132908,2,5,77.1573604060914,1,boon dps,Boon DPS,
5,Vale Guardian,FALSE,158,DARKstrider.4250,12372,23.864,99.165,94.699,98.352,89.944,9.92,37.403,94.477,5.852,9.096,121116,0,1,95.3703703703704,1,boon dps,Boon DPS,
